ax,ay,az,gx,gy,gz
15388,12760,4120,391,391,203
16544,10512,164,-285,102,-84
11880,3956,1260,127,-725,-341
16284,11584,5652,159,474,-105
14388,7956,840,-65,-217,-456
13820,5368,7752,31,-311,-447
11832,11372,-4484,-135,526,-442
14128,5556,7536,204,-126,-556
15172,7832,7180,-28,-93,409
9728,6456,2980,-148,-120,-331
11908,4632,6008,429,22,206
16340,10124,3160,-418,361,521
10464,3476,2156,-192,-450,-325
14192,12780,8,158,656,574
14876,9208,4360,-225,-473,-3
15956,8748,3728,54,90,666
11420,12240,-4308,-140,534,-88
14180,8956,-1440,352,-131,-209
17488,12576,1832,-235,519,447
12180,8744,328,-18,-359,-522
14008,11328,2156,446,253,442
17648,9184,6572,-201,-526,-291
13476,5804,6684,10,-387,-335
12752,11060,-1248,-152,88,-454
13948,6484,7036,410,-331,-328
14668,10064,3216,-247,210,408
9376,5636,1640,-222,-530,-269
15240,10328,6036,277,634,479
18944,10816,6952,-447,-215,117
14300,6792,2888,106,-174,620
13280,13532,752,-143,235,275
16488,8848,7184,337,-172,-181
18160,12872,5468,-186,477,414
12108,8376,-168,17,-301,-527
12600,10520,-940,455,185,383
16684,8028,6668,-179,-318,-444
11308,5468,3368,120,-603,204
10184,10408,-5512,-88,294,-135
13832,6340,4772,305,-203,-130
16120,11272,1488,-380,584,564
12788,6220,7688,-195,-519,-197
16724,14036,5116,196,542,615
14736,8640,5116,-199,-457,-284
16548,10168,1552,-50,422,192
11020,9172,-2580,-101,59,-563
15740,10212,7916,490,29,-353
16856,9172,1692,-333,272,-212
10396,2276,3292,132,-637,-245
13220,11616,-1068,-8,856,-58
12528,5276,2276,144,15,-89
17724,11520,7396,-377,365,651
12816,7460,2912,-87,-622,-150
14360,13108,-1504,95,747,-48
15004,8600,4316,177,-288,-385
16024,8288,3848,-161,55,98
11052,5900,3396,-183,-948,-759
10276,7584,-936,458,510,567
12672,5296,7628,-26,-728,18
15644,9384,1220,-275,435,743
11368,5924,964,-129,-99,-246
15212,13536,-576,139,644,125
14844,9492,4272,12,-244,-473
16360,8692,1700,-17,211,303
11428,5880,3636,-183,-483,-1098
13860,10464,7628,387,223,390
13192,6292,8272,-172,-691,-88
14644,6488,4436,-158,155,706
12848,7320,4132,-239,-204,-116
14784,10812,3560,374,529,563
16228,9540,7468,-81,-84,-251
16784,9624,4296,67,110,471
10220,4704,-916,-183,-247,-989
14696,10844,8920,372,-9,361
11472,5136,5188,-104,-742,-54
15948,9532,2896,-229,484,740
13156,7012,3232,-131,-208,-226
16656,14368,3664,55,675,-11
15748,7800,7616,284,-91,-390
15728,9196,1860,-132,381,212
10224,3768,2452,79,-602,-543
11272,11316,-4960,33,770,-68
13036,4416,5252,235,-198,-4
15776,10828,-1324,-341,651,671
13360,6456,8856,-30,-716,-89
11880,12268,-3460,12,825,-59
16256,7572,9148,509,43,-186
16172,9144,-92,-339,154,-219
10304,2588,1612,103,-262,-161
11104,11164,1704,-242,209,-29
14512,7160,6264,338,96,222
16388,8988,1592,-349,326,275
14996,7908,8952,58,-159,-5
10920,7392,-2932,-15,405,-429
16600,9584,10612,361,-49,-350
13832,5584,4376,-349,-336,-140
15060,6848,5808,-54,49,492
12360,7948,3268,-195,-116,-102
15012,12476,3508,333,546,302
13812,6588,1716,18,-489,-447
15876,8920,2640,-181,191,-57
11180,6712,6380,-5,-789,-130
14432,12728,1248,-253,447,275
14356,6984,4892,382,-273,71
19384,11744,5516,-281,497,307
12248,4308,3700,218,-260,-274
10968,10124,2868,-285,130,-668
14040,7492,8832,432,164,205
15272,8960,4572,-353,-233,60
16432,9264,3740,-59,534,526
11948,4804,4564,40,-356,-436
12532,10980,-3052,15,580,-311
12792,4784,4860,438,-110,-244
17276,10936,1236,-454,300,518
13440,7096,4352,126,-175,411
13044,10124,2008,-186,2,-578
15588,9864,9320,347,-75,-11
11216,4784,3800,4,-560,-268
15076,8444,2444,-380,395,568
12524,5512,5112,-84,-606,-154
14536,14144,2864,6,759,-69
13416,4792,5904,417,-369,-333
13936,9464,992,-263,206,334
13384,4728,7916,107,-58,-258
12896,13244,-1200,-149,89,406
13700,7320,1424,381,28,-30
18316,8984,9384,-242,-343,-192
13824,4748,2880,8,-37,-18
10836,6048,4740,-233,-575,-290
16980,11764,8628,137,473,584
15176,8492,7308,241,24,-237
17024,11724,4516,-155,349,424
11824,2772,5856,61,-499,-737
14048,12288,3792,-147,84,19
14964,8440,7152,302,-76,143
16216,10100,-2064,-354,419,100
15416,6584,4336,264,264,271
12272,8500,3096,-229,35,-1068
15672,10808,11212,546,581,385
15476,8676,7536,-319,-475,-150
15396,8944,3084,-80,532,509
11928,8220,2048,-86,-255,-620
10568,8620,-5636,426,982,-86
12732,5376,3712,202,-128,-240
16100,9816,3928,-366,374,633
12796,6072,5052,-51,-741,-257
15792,14640,3288,16,468,-66
12616,5824,3732,366,-206,-615
13696,8048,144,-176,434,598
14048,6980,7556,44,-153,6
12948,12136,272,-211,289,-287
14164,10176,1656,474,-128,-241
16400,8764,6236,-326,-418,-453
12796,5788,3364,-38,103,449
12788,7024,3468,-235,-383,-210
14880,12384,1620,303,931,126
12176,5176,-1580,176,-125,-537
14368,9580,2712,-229,97,295
11808,4644,6760,-128,-427,-360
14220,12616,2220,-112,318,371
16432,8996,8072,381,-46,-252
16400,9772,-132,-217,545,234
10844,4216,2492,74,-491,-518
9940,10504,-5108,-195,163,-24
14672,6592,6332,377,41,310
18664,10816,7732,-357,29,-115
13776,7248,340,121,-52,405
8000,4168,-6044,-168,-282,-928
13860,9972,7520,291,335,626
13984,7988,6100,23,-237,-55
16616,11296,3944,-283,519,556
12292,4892,5424,211,-559,-165
13448,11808,-524,28,499,-363
12668,5416,5672,414,-194,-203
17232,10532,4400,-398,350,514
13468,6628,3372,80,-331,420
13400,13356,1144,-201,328,-389
13352,5376,-448,549,67,-268
17044,8916,6476,-390,-151,-533
11464,4268,3680,126,109,399
10028,9004,-2980,-230,-108,190
13476,9936,1968,430,311,318
13572,8096,-356,-230,-192,-237
14844,5756,3288,116,273,13
8128,4572,-2768,-263,-663,-551
12800,8724,1532,411,607,492
16196,10624,6320,-227,-185,-32
16208,9172,3212,-43,372,379
11484,6920,-300,-165,-264,-724
15048,11132,7948,384,47,126
12288,6884,2308,-64,-661,-317
15188,7996,5252,-173,91,643
11280,8016,1180,-241,-433,-158
13956,11644,396,312,470,481
13564,9100,-724,-98,-223,-329
15464,6268,2724,76,286,116
12076,9932,4476,-253,-513,-613
13304,9276,1116,405,509,457
17276,8728,4792,-389,-265,74
16268,9240,2716,61,-46,641
12188,10052,-580,-250,108,-532
11992,9004,-3152,512,152,4
17044,8476,5464,-412,-349,-603
12780,5640,3504,122,-162,365
8176,6056,-2792,-221,113,-114
14592,10892,1264,408,433,619
13908,7868,152,-164,-62,60
17552,11032,4324,-66,407,206
11572,6804,-1652,-118,-172,-724
15124,9956,9540,258,38,114
12176,5796,5996,-69,-708,-206
15856,7680,5048,-258,436,582
12824,5832,3840,-154,-512,-143
15724,14024,2632,73,778,129
16196,9624,6804,214,84,-303
15564,10756,2960,-151,229,302
10580,3952,5304,35,-646,-690
11640,10704,-900,14,699,19
14264,5364,5428,216,-342,-96
17524,12244,2380,-366,415,862
11752,5716,2004,0,-610,-75
16032,17168,5612,-137,400,-48
15804,8112,8764,474,-170,-273
15024,8456,1096,-243,333,86
8688,2868,-520,158,-865,-386
11156,10608,-2568,9,576,194
12584,5640,2844,173,-16,-74
18084,13012,6372,-330,450,730
13964,6844,5552,-114,-617,-426
14664,13856,2628,21,677,-92
14468,6676,5332,273,-394,-518
14536,10608,2648,-268,172,186
6876,1264,-1712,100,-642,-235
12860,13096,-3420,-199,522,161
12780,5528,536,275,119,103
17568,11856,4832,-297,768,503
13272,6752,5312,56,-510,-494
14296,12900,-1848,73,426,-67
12996,6252,5932,373,-487,-408
15376,9280,140,-255,303,370
13952,6964,4680,-67,-177,61
12256,13384,-1520,-149,179,283
16388,12096,8248,377,160,-113
17224,10060,2136,-288,29,-256
12904,4404,4984,162,-155,-98
11028,9228,3080,-204,-293,-637
14512,8120,10384,412,80,373
15852,7172,3892,-334,-114,70
16996,9336,6632,-46,195,673
13444,8944,4536,-177,123,-882
15116,10732,7956,460,117,290
12620,6144,4240,-110,-534,-731
14980,6976,7012,-68,-152,451
10208,4836,436,-197,-504,-217
17188,12000,9412,195,430,634
14680,8296,2884,-209,-640,-47
17032,10112,4904,-71,382,457
12288,8996,1760,-221,-178,-874
16676,11540,11044,523,305,186
15052,7416,4744,-242,-453,-516
13436,5456,7412,100,-155,19
10092,9168,2700,-255,-414,-200
13380,5168,7208,374,-83,217
17436,11268,924,-355,180,607
13384,6828,6508,23,-564,109
12700,15824,-3164,-111,396,36
15164,8704,5212,318,-309,-168
15852,8812,4384,-145,174,258
9024,3912,520,-10,-861,-555
14608,10952,8920,311,710,330
12092,5832,2316,-56,-380,-69
17644,11944,6528,-262,382,758
11792,6772,1292,-162,10,-453
14368,12256,2712,354,824,210
15872,6780,8860,19,-434,-332
14884,5420,3696,9,148,-57
9144,6728,-1696,-277,-393,-604
14252,8292,10144,316,-35,361
18548,11048,6176,-493,131,2
14004,6668,7356,42,-389,467
13452,11824,556,-106,329,81
13800,5696,3804,516,39,-213
16276,10700,1640,-128,339,289
11580,5952,5528,-121,-691,-857
13548,10928,6468,457,124,92
15040,8340,-348,-302,117,-83
14132,5540,7940,80,118,-282
14952,13300,5328,-303,307,231
14520,10336,2244,13,-462,85
16260,9480,3772,-5,431,657
13360,12540,1812,-297,56,-461
13976,6580,312,456,131,-232
16788,11120,1028,-122,544,302
9820,2248,1720,109,-713,-606
10552,9016,-4892,387,906,26
10572,4204,2092,75,-766,-202
13208,5052,4000,-50,57,631
12648,8244,5592,-308,-9,-156
14032,9680,4184,405,478,450
17016,9632,5640,-392,60,188
11824,5736,2864,143,-183,216
12140,12452,-2468,-6,868,11
13624,5520,4060,441,-176,-306
15372,8676,1412,-165,296,265
10248,4512,2396,0,-771,-587
13432,10504,3596,426,666,316
12952,6644,7160,-66,-686,-117
15192,7784,5732,-101,-13,532
10660,9716,-1236,-240,-255,305
14540,10980,4336,418,-11,322
18048,12204,1412,-420,288,169
13280,6256,5948,94,-359,-268
11260,11308,-4804,119,524,76
14776,6216,5364,444,-328,-398
14560,11144,1824,-238,364,133
11060,6572,7580,-68,-1169,-218
10444,7936,-5288,224,3,739
14084,6272,2988,-283,-330,-46
16056,8836,5680,69,57,638
11492,11924,-2612,-130,289,159
14216,6988,-308,430,140,-148
16792,12732,-1120,-230,744,485
10620,3732,1800,37,-862,-285
10972,8664,-5360,450,718,178
16800,8412,7608,-179,-303,-497
13108,5340,7456,76,-462,-35
11996,11884,-2884,-220,164,-87
13904,4688,5684,205,-130,-76
15056,8124,5416,-124,365,818
10664,9652,-536,-199,-46,229
13932,7344,1428,512,255,68
18316,12276,2324,-299,728,382
13396,9176,4396,-37,-693,-391
12492,10428,-3100,461,209,336
17020,7916,6308,-414,-585,-612
12028,4936,6144,106,-328,-260
12428,12476,-2360,54,882,-60
14028,4636,5480,182,19,-122
15884,9308,3724,-229,414,737
13060,6820,5032,-162,-54,108
14992,10668,5120,530,106,375
19720,12512,7144,-387,280,133
12404,5508,4524,85,-548,-433
14728,11096,1848,165,453,-15
12736,5268,2700,-2,-694,-673
12688,6408,2468,64,-158,343
8092,6780,-1880,-306,-433,-136
12836,4884,4972,327,-25,117
18624,11788,5368,-338,344,680
13236,6672,7448,-11,-671,-154
16768,16176,6076,52,940,-98
13152,6192,1108,325,17,-457
14996,9140,740,-227,124,-230
8608,4756,-2236,-160,-407,-396
14308,9052,3524,405,435,388
15144,8500,-128,-362,-119,218
13624,7076,2096,172,192,476
12764,10308,-576,-187,315,-423
14924,6516,5104,480,-59,-298
16748,8996,4756,-363,155,-401
11544,3800,5548,-59,-291,189
12156,11412,2816,-201,274,254
14332,8220,716,456,216,72
17680,10508,1404,-324,234,81
11808,1892,3108,88,-314,-664
11360,10336,-1700,-69,207,-180
13916,4732,6564,323,-223,-64
17040,10872,1320,-307,416,809
13288,6092,5052,-21,-676,-257
14364,13108,-2024,50,654,-31
16060,5484,10208,283,-389,-602
14264,9384,3352,-243,56,301
10876,3844,3652,-135,-441,-455
14492,13548,-2092,72,926,424
13924,7716,2228,164,-275,-271
16640,11244,3428,-103,371,422
9940,3984,6476,16,-727,-577
13988,11468,5956,-156,318,161
14996,7412,8524,208,54,146
16800,12920,-1168,-340,556,383
11684,5784,3412,162,-600,-282
13536,12216,2988,-93,456,-319
13524,6172,5508,319,-64,-122
16984,10596,432,-369,385,530
13964,7656,4836,121,66,15
13912,9764,5448,-109,341,-839
15192,10680,9932,479,-137,320
16224,9048,7604,-323,-89,43
16016,9356,2872,-75,480,419
11948,7312,3320,-44,-367,-559
10768,8780,-5312,403,902,0
13028,4664,4028,226,-188,-35
17224,10904,6296,-350,346,701
12280,5684,2720,-12,-625,-340
14960,13032,2380,86,405,-54
12528,6300,4788,342,-584,-337
15048,9276,532,-345,436,530
12936,5608,7872,45,-537,160
10604,11680,-6108,98,730,-14
11212,4960,-1024,389,-456,-521
14648,8288,-512,-302,411,277
12980,4836,6364,-41,-405,354
13184,11780,2128,-225,377,-229
16616,7536,9012,474,-15,-187
16396,8752,6056,-394,-74,-568
12120,4708,3504,67,29,296
10844,10380,-1308,-215,-190,163
15824,11528,6972,395,176,133
12944,7168,-252,-253,-509,-252
12880,6600,2120,122,80,141
10644,6644,1900,-207,-73,-169
14908,11476,2872,314,593,616
16012,9936,5800,-182,-322,-351
16172,8940,2188,40,295,326
10604,6072,5068,-79,-544,-669
11536,8984,-3380,315,705,626
13052,7856,3016,88,-252,-62
17056,12480,-136,-254,695,508
12044,4408,5512,157,-612,-489
9976,9984,-2432,-196,196,-516
12784,7624,5772,459,297,420
15012,8088,4940,-203,-59,6
16720,9724,5080,-220,383,224
10580,3448,1768,66,-893,-423
10212,10780,-6912,20,827,-132
13596,6216,4896,318,-69,95
16488,10664,-2008,-343,292,308
16576,8724,6380,74,281,157
13376,10084,2372,-166,-155,-670
10856,9364,-4140,406,541,218
11600,5072,5400,53,-439,-182
17616,11372,7552,-376,405,507
12308,5928,3052,-64,-665,-143
15164,16240,2768,-73,506,-2
16256,7792,8500,390,-503,-187
14324,9788,680,-241,185,38
7300,1780,-1552,118,-669,-234
13232,12680,-1916,-190,552,113
12948,7248,656,216,7,124
17868,12696,4020,-250,540,495
12896,8300,4048,-77,-478,-503
15288,11640,4284,391,781,138
15280,6020,8608,-8,-604,-512
15288,8360,4340,-37,208,65
8804,5584,-40,-200,-468,-357
12084,7872,-1616,346,10,307
15420,7500,452,-436,322,121
14152,7568,6948,22,-254,298
14000,14100,2260,-41,447,468
13828,6944,6444,42,-315,-215
15172,8116,4124,94,282,50
10808,12608,-6200,-14,346,54
15796,7428,7532,223,-268,-431
14480,5144,3372,201,-58,104
12836,11520,2220,-177,163,-531
11676,5680,940,101,-149,-610
12084,5716,4516,137,-425,64
11672,11520,-3496,26,627,45
13916,6288,2120,-224,-395,-23
11044,2804,2228,-154,-375,-212
13392,8760,380,292,708,311
17712,10960,4052,-361,474,675
12756,7224,5528,-228,-428,-161
15672,6116,7456,274,-248,100
16576,8796,5448,-52,261,575
14236,15536,1028,-46,707,38
16552,9568,8356,-50,-244,-406
12724,6452,3236,134,-533,-153
12472,10536,-4688,466,752,260
18048,9344,4500,-268,196,-194
9308,4652,2420,-147,-797,-779
11176,5128,168,560,294,-285
14408,9876,3072,-217,134,437
10728,8984,2824,-255,-452,52
14900,6588,5516,188,-163,-109
14336,8388,3648,-121,33,777
11984,12028,-2188,-230,-6,406
12920,7656,852,65,-257,-73
15768,8848,3604,100,358,-52
15820,15012,4676,-21,269,39
12972,5164,1656,76,-541,-535
13216,4412,4628,118,-256,-189
14804,13092,6320,27,710,-325
12204,5524,5308,13,-613,-191
14512,6484,5204,48,-57,346
14384,12588,4288,-329,176,-29
13884,6460,2728,189,90,114
15568,8528,4288,-78,311,610
11956,9692,-1428,-274,-12,-199
16036,9272,6688,442,87,-215
16128,10952,404,-130,361,376
11136,5000,-916,-110,-451,-947
12276,8164,2480,462,197,-122
15700,8732,1284,-313,166,-22
9556,1180,328,-34,-809,-141
12376,9440,-1868,138,783,211
12792,8264,920,-255,-601,26
15396,7640,6360,43,-55,627
13264,12512,1664,-149,350,18
15608,5872,9324,371,-160,-306
16496,11488,1092,-132,228,446
11968,6924,2420,-44,-325,-739
10404,9876,-4072,268,-137,-16
15252,8020,5848,-365,-575,-377
13640,5272,5380,101,-252,283
11872,12976,-3188,-221,478,-116
14808,6676,5828,286,98,46
15944,11832,-2720,-291,733,664
13452,6760,4316,-115,-666,-479
14176,12436,-1348,250,672,62
15976,7624,8940,24,-552,-565
15032,8696,2696,-91,223,-71
10584,8104,1520,-152,-438,-315
12008,8188,-1244,319,112,283
18224,9932,7628,-496,-147,157
14324,7084,2720,151,-212,589
12604,12200,100,-212,385,-149
15616,7048,6060,466,297,-325
17948,8920,4312,-268,175,71
10888,4056,1200,43,-672,-630
14208,11588,4968,-92,21,103
14724,6876,5856,271,-34,-108
16348,10988,-620,-309,624,683
12076,6428,3880,-44,-587,-217
12280,14388,-5256,16,671,60
14588,6264,6424,508,-125,-445
15124,9352,2552,-230,306,218
10400,1260,2436,47,-670,-138
13724,13532,-1200,-167,1012,42
12920,7176,376,353,-115,151
17032,12604,-88,-304,598,454
13488,7728,6560,-6,-803,-353
15528,10820,5256,173,500,-84
14160,5732,6132,235,10,-678
13808,8408,-204,-99,236,320
10028,6020,4048,-295,-272,-286
14616,11516,2548,225,614,450
15692,8996,1924,-258,-122,142
16920,8836,5196,89,160,388
12532,12860,-1048,-181,476,-421
17420,10032,10636,566,338,-277
17884,9340,5132,-267,225,-19
11312,3244,5544,61,-728,-557
13212,12024,1152,100,791,138
13112,5076,6384,145,-391,-138
17816,12056,6372,-387,445,559
12940,5864,4956,-165,-569,-162
15392,12936,72,315,874,370
15484,10508,4732,-16,-158,-457
16356,8940,852,35,277,351
10072,5012,-2736,-201,-289,-1022
11448,8164,-1548,518,281,143
14132,5500,5044,-230,-323,-44
14036,6708,4160,-72,48,604
11120,10280,-1400,-217,-258,191
15792,9176,9204,351,7,131
17796,10812,6908,-360,88,-174
12496,4932,3384,274,-300,-41
9660,8840,-3220,-131,-1,-445
13464,7020,6668,459,-307,58
17280,10540,4632,-364,453,575
11740,4964,3720,-24,-466,-73
13976,15452,1124,-53,379,175
14948,8132,7200,228,8,-313
15408,9740,1224,-76,223,434
10744,5360,-1440,-141,-576,-895
14728,11680,9500,439,235,145
15904,7844,3156,-360,84,-77
13948,6448,5944,-54,-181,-72
12004,13356,-6408,-23,1019,411
12704,7336,-88,227,-363,48
16928,10380,4512,-180,380,324
12424,9272,1552,-192,-127,-617
13840,4904,1188,565,188,-257
15908,9664,1888,-252,336,48
7260,2456,-1224,7,-793,-439
12180,8696,2156,376,71,567
15696,8284,624,-417,-156,-79
12256,4272,4276,-22,-331,274
14756,14888,3488,-68,538,525
13716,8708,3784,333,141,-29
16888,11760,4424,-238,383,394
12396,7984,-204,-27,-283,-587
15336,10052,10708,449,142,-57
15912,7628,1892,-390,-104,-618
12408,4040,6740,79,-257,-189
13816,11604,488,-117,573,43
14112,5608,3276,126,-105,30
15216,9940,1504,-264,350,696
12088,7636,1052,-258,-147,-421
14116,11020,2112,428,433,217
18676,11108,7644,-228,-400,-135
13612,5632,1968,220,-128,121
13096,10888,3120,-246,-75,-666
11784,5460,2004,406,-552,-194
13732,8840,1952,-244,341,601
12424,4716,5328,-78,-334,-242
12516,14456,-5176,-57,1026,261
14036,7608,3760,385,-78,123
16376,11572,-2032,-235,562,502
11460,6036,628,166,-656,-173
13476,12232,-36,97,616,-184
13488,5212,6016,286,-450,-525
15164,8616,3416,-345,391,463
12412,4520,6972,-143,-611,-272
13196,13224,724,-56,578,496
17464,7672,12560,388,-275,-296
16412,12044,-1640,-130,451,476
11248,2212,1888,93,-479,-800
15056,13676,6816,-166,-44,-139
12444,6588,3952,247,-342,12
16980,10740,-200,-372,460,495
14288,6904,3588,137,-213,371
12156,11352,-364,-180,308,-273
17396,9420,11180,443,72,-104
13192,7080,996,-257,-396,-460
11948,5864,732,91,87,525
12244,7880,2468,-305,-437,-106
15716,12516,3164,350,496,830
15072,9196,2996,-111,-233,-480
16060,8348,1764,78,218,389
11056,7604,780,-131,-101,-867
14468,11468,5764,186,171,521
16552,9596,7560,-203,-547,-44
16304,11656,2252,-207,217,427
11628,8224,928,-91,-339,-708
15252,11540,7596,394,817,-110
11188,5480,2404,181,-376,-298
15600,7868,3892,-239,330,546
13268,6240,5244,-155,-407,-176
16104,12968,5240,248,702,178
14304,6164,4920,73,-218,-386
16128,7672,3060,-53,354,49
9084,5788,-2872,-95,-430,-708
14744,10816,8508,242,392,522
16624,8848,3000,-330,-21,3
14360,6692,3916,135,-30,676
13688,12036,1628,-193,303,-276
14648,7744,3332,498,-231,-181
15364,9788,1404,-217,237,119
8736,3244,3468,-66,-795,-561
10172,7692,-3412,395,654,552
14016,5712,4052,-263,-505,-136
16156,8072,5764,69,-10,733
12304,13152,-1640,-143,183,139
14836,7652,4492,435,323,-223
16096,11264,-816,-209,553,277
11536,2996,5640,85,-678,-598
11840,8376,-840,443,842,199
12336,6724,364,-58,-570,-156
14508,6856,4440,-16,201,483
11776,11996,-1808,-356,-112,78
14304,6628,3212,363,-214,278
16420,12100,-2572,-314,597,380
12856,6228,3560,70,-436,-418
14752,11216,2952,282,774,19
11636,5708,920,-72,-559,-715
13828,5848,7124,25,-202,433
11972,10740,5996,-305,-364,-28
15496,8416,7676,401,-20,255
16828,12752,-448,-343,208,689
12288,6536,3212,-75,-571,-376
15128,12468,2132,213,709,-45
13912,4660,5468,26,-625,-441
13516,5592,2316,103,68,187
8328,7048,-3032,-235,-368,-213
13108,5416,5824,334,-48,50
17336,11536,3396,-426,320,642
11596,5932,1160,-42,-625,0
14988,13104,-688,194,743,112
14104,8556,944,-113,77,-338
15768,7448,5360,173,94,235
13988,11484,5152,-159,-143,-355
12888,4600,2948,404,-247,-486
13800,10632,252,-216,180,389
10536,6080,5796,-142,-831,-160
15988,10892,6468,214,471,570
16740,9732,772,-302,-3,134
15476,7564,3844,184,119,608
13368,12772,1084,-245,314,-288
15092,8344,3676,473,-113,-330
16028,10340,2056,-129,205,385
10712,5720,-244,-112,-849,-809
14860,12104,9936,389,150,-23
15664,8428,3208,-361,-227,-135
13700,4204,6536,84,43,-233
12744,12280,-3516,-174,918,68
14252,8012,3176,154,-105,85
16340,9588,5276,-145,265,686
13220,8392,3048,-201,147,-573
17952,11916,11140,438,83,-107
19388,11784,5956,-248,278,74
12376,2448,4644,95,-465,-740
15432,11416,7120,28,408,-223
11784,5396,1880,248,-159,-245
13680,6780,4580,-139,244,571
12088,8972,5304,-249,139,-225
15160,9500,6188,443,135,464
16604,11540,-1984,-400,154,518
12956,6212,4508,14,-212,-478
15500,12372,2352,96,671,-82
